PrimaryNetworkName,SeriesID,SeriesName,SeriesDescription,ProductionCompany,PieceLength,Genres,ReleaseDate,ProgramTypeSS,BannerURL,IsFeatured,SeasonCount,EpisodeCount,PromoVideoURL,PromoImageURL,TrailerVideoURL,TrailerImageURL,SpanishVideoURL,SpanishImageURL
The History Channel,205,Targeted,"Set against the backdrop of the hit dating competition show Everlasting, UnREAL is led by flawed heroine Rachel Goldberg (Shiri Appleby), a young producer whose sole job is to manipulate her relationships with and among the contestants to get the vital dramatic and outrageous footage that the program's dispassionate executive producer, Quinn King (Constance Zimmer), demands. What ensues is an eye-opening look at what happens in the outrageous world of unscripted television where being a contestant can be vicious and producing it is a whole other reality.",Kurtis,1,History,15/12/2013,Factual,https://images.sales.aenetworks.com/publish-images/AETNI_B2B/304/559/s-205-targeted-dpb-tablet_PageBanner1536x792_1536x792_688490563592.jpg,,1,10,,http://placehold.it/290x225,,http://placehold.it/290x225,,http://placehold.it/290x225
Lifetime Television,213,The Competition,"Before America was one nation, an aging generation of British loyalists maintained diplomacy with the King, but a defiant and radical group of young men would band together in secrecy to change the course of history.Sam Adams, John Hancock, John Adams, Paul Revere, Patrick Henry, Benedict Arnold. Together, they were The Sons of Liberty. Though their names have become American legend, few realize that this group of young radicals didn't start as noble patriots. They were a new American generation of young men from varied backgrounds trying to figure out what to do with their lives. What began as a small testing of authority would become an underground protest movement, inciting the British to respond with totalitarian tactics, cracking down on the colonies and instituting a near police state to maintain order. But after blood was spilled at the Boston Massacre, the Sons of Liberty rallied support for a larger cause. The Sons became guerilla warriors working underground, establishing spy networks, stockpiling weapons and planning covert actions - from the Boston Tea Party to the Battle of Lexington and Concord - that would lead to a declaration of independence and the greatest fight for freedom the world has ever seen. The Sons of Liberty led the revolution before the war and their fight became a nation.",Towers Productions,2,"Crime, Entertainment",15/12/2013,Factual,https://images.sales.aenetworks.com/publish-images/AETNI_B2B/217/667/s-213-the-competition-dpb-tablet_PageBanner1536x792_1536x792_688500291544.jpg,TRUE,2,20,,http://placehold.it/290x226,,http://placehold.it/290x226,,http://placehold.it/290x226
A&E Television Network,217,The First 48,"Charles Falco is one of only three men ever to infiltrate three different outlaw biker gangs. With his savvy and expertise, not to mention his immense courage, Falco has helped law enforcement bring some of America's most dangerous and feared gangs to justice. This first season of The Infiltrator takes us deep inside the notorious Vagos. Falco details this operation in the optioned book Vagos, Mongols, and Outlaws: My Infiltration of America's Deadliest Biker Gangs. The real-life Donnie Brasco will meet Sons of Anarchy in a way that can be Gangland 2.0 for History. With a combination of interviews and high-end recreations, each episode unfolds a different step in Falco's covert investigation into their illegal activities. Working in conjunction with law enforcement and drawing on the wealth of material from Falco's book, along with broader documented historical research of inter-gang rivalry, this series captures the reality of outlaw biker counter-culture: a world where freedom is equated with the right to carry guns and trade drugs with impunity, and respect can be earned through fear. With Falco's assistance, the FBI finally gets what it needs to break up these criminal gangs.",Filmroos,0.5,"Crime, History",15/12/2013,Movie,https://images.sales.aenetworks.com/publish-images/AETNI_B2B/304/59/292258-17553098_DSCF0291-MPB_PageBanner1536x792_1536x792_725175875671.jpg,,3,30,,http://placehold.it/290x227,,http://placehold.it/290x227,,http://placehold.it/290x227
The History Channel,220,The Great Ships,"This is not a story about the glory of Rome.  It's the story of the millions who rise and fight for freedom in the shadow of absolute power, and the few who led the charge.  The empire calls them Barbarians -  tribes beyond the fringe of civilization that live a primitive, brutish and violent existence.  But these peoples are also some of the fiercest warriors in history -  men and women who refuse to bow to ruthless oppression, launching an epic saga of resistance that ushers in the fall of Rome and shapes the world to come.",Kurtis,0.2,Crime,15/12/2013,Scripted,https://images.sales.aenetworks.com/publish-images/AETNI_B2B/245/495/s-220-the-great-ships-dpb-tablet_PageBanner1536x792_1536x792_734143043702.jpg,,4,40,,http://placehold.it/290x228,,http://placehold.it/290x228,,http://placehold.it/290x228
Lifetime Television,223,The Most,"Set against the backdrop of the hit dating competition show Everlasting, UnREAL is led by flawed heroine Rachel Goldberg (Shiri Appleby), a young producer whose sole job is to manipulate her relationships with and among the contestants to get the vital dramatic and outrageous footage that the program's dispassionate executive producer, Quinn King (Constance Zimmer), demands. What ensues is an eye-opening look at what happens in the outrageous world of unscripted television where being a contestant can be vicious and producing it is a whole other reality.",Kurtis,0.13,"Entertainment, Technology & engineering",15/12/2013,Formats,https://images.sales.aenetworks.com/publish-images/AETNI_B2B/211/311/s-223-the-most-dpb-tablet_PageBanner1536x792_1536x792_688487491888.jpg,TRUE,1,10,,http://placehold.it/290x229,,http://placehold.it/290x229,,http://placehold.it/290x229
A&E Television Network,225,The New Explorers,"Before America was one nation, an aging generation of British loyalists maintained diplomacy with the King, but a defiant and radical group of young men would band together in secrecy to change the course of history.Sam Adams, John Hancock, John Adams, Paul Revere, Patrick Henry, Benedict Arnold. Together, they were The Sons of Liberty. Though their names have become American legend, few realize that this group of young radicals didn't start as noble patriots. They were a new American generation of young men from varied backgrounds trying to figure out what to do with their lives. What began as a small testing of authority would become an underground protest movement, inciting the British to respond with totalitarian tactics, cracking down on the colonies and instituting a near police state to maintain order. But after blood was spilled at the Boston Massacre, the Sons of Liberty rallied support for a larger cause. The Sons became guerilla warriors working underground, establishing spy networks, stockpiling weapons and planning covert actions - from the Boston Tea Party to the Battle of Lexington and Concord - that would lead to a declaration of independence and the greatest fight for freedom the world has ever seen. The Sons of Liberty led the revolution before the war and their fight became a nation.",Towers Productions,1,History,15/12/2013,Factual,https://images.sales.aenetworks.com/publish-images/AETNI_B2B/214/739/225_men_entering_wooded_area_wtih_tools_FROM_PageBanner1536x792_1536x792_734143043514.jpg,,2,20,,http://placehold.it/290x230,,http://placehold.it/290x230,,http://placehold.it/290x230
The History Channel,229,The Real West,"Charles Falco is one of only three men ever to infiltrate three different outlaw biker gangs. With his savvy and expertise, not to mention his immense courage, Falco has helped law enforcement bring some of America's most dangerous and feared gangs to justice. This first season of The Infiltrator takes us deep inside the notorious Vagos. Falco details this operation in the optioned book Vagos, Mongols, and Outlaws: My Infiltration of America's Deadliest Biker Gangs. The real-life Donnie Brasco will meet Sons of Anarchy in a way that can be Gangland 2.0 for History. With a combination of interviews and high-end recreations, each episode unfolds a different step in Falco's covert investigation into their illegal activities. Working in conjunction with law enforcement and drawing on the wealth of material from Falco's book, along with broader documented historical research of inter-gang rivalry, this series captures the reality of outlaw biker counter-culture: a world where freedom is equated with the right to carry guns and trade drugs with impunity, and respect can be earned through fear. With Falco's assistance, the FBI finally gets what it needs to break up these criminal gangs.",Filmroos,2,"Crime, Entertainment",15/12/2013,Factual,https://images.sales.aenetworks.com/publish-images/AETNI_B2B/320/675/s-229-the-real-west-dpb-tablet_PageBanner1536x792_1536x792_688494147670.jpg,,3,30,,http://placehold.it/290x231,,http://placehold.it/290x231,,http://placehold.it/290x231
Lifetime Television,233,Unexplained,"This is not a story about the glory of Rome.  It's the story of the millions who rise and fight for freedom in the shadow of absolute power, and the few who led the charge.  The empire calls them Barbarians -  tribes beyond the fringe of civilization that live a primitive, brutish and violent existence.  But these peoples are also some of the fiercest warriors in history -  men and women who refuse to bow to ruthless oppression, launching an epic saga of resistance that ushers in the fall of Rome and shapes the world to come.",Kurtis,0.5,"Crime, History",15/12/2013,Movie,https://images.sales.aenetworks.com/publish-images/AETNI_B2B/209/359/s-233-unexplained-dpb-tablet_PageBanner1536x792_1536x792_688499267669.jpg,,4,40,,http://placehold.it/290x232,,http://placehold.it/290x232,,http://placehold.it/290x232
A&E Television Network,237,The Well-Seasoned Traveler,"Set against the backdrop of the hit dating competition show Everlasting, UnREAL is led by flawed heroine Rachel Goldberg (Shiri Appleby), a young producer whose sole job is to manipulate her relationships with and among the contestants to get the vital dramatic and outrageous footage that the program's dispassionate executive producer, Quinn King (Constance Zimmer), demands. What ensues is an eye-opening look at what happens in the outrageous world of unscripted television where being a contestant can be vicious and producing it is a whole other reality.",Towers Productions,0.2,Crime,15/12/2013,Scripted,https://images.sales.aenetworks.com/publish-images/AETNI_B2B/213/763/s-237-the-well-seasoned-traveler-dpb-tablet_PageBanner1536x792_1536x792_688499267640.jpg,,1,10,,http://placehold.it/290x233,,http://placehold.it/290x233,,http://placehold.it/290x233
The History Channel,240,This Week In History,"Before America was one nation, an aging generation of British loyalists maintained diplomacy with the King, but a defiant and radical group of young men would band together in secrecy to change the course of history.Sam Adams, John Hancock, John Adams, Paul Revere, Patrick Henry, Benedict Arnold. Together, they were The Sons of Liberty. Though their names have become American legend, few realize that this group of young radicals didn't start as noble patriots. They were a new American generation of young men from varied backgrounds trying to figure out what to do with their lives. What began as a small testing of authority would become an underground protest movement, inciting the British to respond with totalitarian tactics, cracking down on the colonies and instituting a near police state to maintain order. But after blood was spilled at the Boston Massacre, the Sons of Liberty rallied support for a larger cause. The Sons became guerilla warriors working underground, establishing spy networks, stockpiling weapons and planning covert actions - from the Boston Tea Party to the Battle of Lexington and Concord - that would lead to a declaration of independence and the greatest fight for freedom the world has ever seen. The Sons of Liberty led the revolution before the war and their fight became a nation.",Filmroos,0.13,"Entertainment, Technology & engineering",15/12/2013,Formats,https://images.sales.aenetworks.com/publish-images/AETNI_B2B/323/103/s-240-this-week-in-history-dpb-tablet_PageBanner1536x792_1536x792_688260163930.jpg,TRUE,2,20,,http://placehold.it/290x234,,http://placehold.it/290x234,,http://placehold.it/290x234
Lifetime Television,243,Trains Unlimited,"Charles Falco is one of only three men ever to infiltrate three different outlaw biker gangs. With his savvy and expertise, not to mention his immense courage, Falco has helped law enforcement bring some of America's most dangerous and feared gangs to justice. This first season of The Infiltrator takes us deep inside the notorious Vagos. Falco details this operation in the optioned book Vagos, Mongols, and Outlaws: My Infiltration of America's Deadliest Biker Gangs. The real-life Donnie Brasco will meet Sons of Anarchy in a way that can be Gangland 2.0 for History. With a combination of interviews and high-end recreations, each episode unfolds a different step in Falco's covert investigation into their illegal activities. Working in conjunction with law enforcement and drawing on the wealth of material from Falco's book, along with broader documented historical research of inter-gang rivalry, this series captures the reality of outlaw biker counter-culture: a world where freedom is equated with the right to carry guns and trade drugs with impunity, and respect can be earned through fear. With Falco's assistance, the FBI finally gets what it needs to break up these criminal gangs.",Kurtis,1,History,15/12/2013,Factual,https://images.sales.aenetworks.com/publish-images/AETNI_B2B/213/263/s-243-trains-unlimited-dpb-tablet_PageBanner1536x792_1536x792_688492099582.jpg,,3,30,,http://placehold.it/290x235,,http://placehold.it/290x235,,http://placehold.it/290x235
A&E Television Network,246,Ultimate Autos,"This is not a story about the glory of Rome.  It's the story of the millions who rise and fight for freedom in the shadow of absolute power, and the few who led the charge.  The empire calls them Barbarians -  tribes beyond the fringe of civilization that live a primitive, brutish and violent existence.  But these peoples are also some of the fiercest warriors in history -  men and women who refuse to bow to ruthless oppression, launching an epic saga of resistance that ushers in the fall of Rome and shapes the world to come.",Towers Productions,2,"Crime, Entertainment",15/12/2013,Factual,https://images.sales.aenetworks.com/publish-images/AETNI_B2B/213/262/s-246-ultimate-autos-dpb-tablet_PageBanner1536x792_1536x792_688489027861.jpg,,4,40,,http://placehold.it/290x236,,http://placehold.it/290x236,,http://placehold.it/290x236
The History Channel,247,Vanishings!,"Set against the backdrop of the hit dating competition show Everlasting, UnREAL is led by flawed heroine Rachel Goldberg (Shiri Appleby), a young producer whose sole job is to manipulate her relationships with and among the contestants to get the vital dramatic and outrageous footage that the program's dispassionate executive producer, Quinn King (Constance Zimmer), demands. What ensues is an eye-opening look at what happens in the outrageous world of unscripted television where being a contestant can be vicious and producing it is a whole other reality.",Filmroos,0.5,"Crime, History",15/12/2013,Movie,https://images.sales.aenetworks.com/publish-images/AETNI_B2B/212/786/s-247-vanishings-dpb-tablet_PageBanner1536x792_1536x792_688490051631.jpg,,1,10,,http://placehold.it/290x237,,http://placehold.it/290x237,,http://placehold.it/290x237
Lifetime Television,254,Wild West Tech,"Before America was one nation, an aging generation of British loyalists maintained diplomacy with the King, but a defiant and radical group of young men would band together in secrecy to change the course of history.Sam Adams, John Hancock, John Adams, Paul Revere, Patrick Henry, Benedict Arnold. Together, they were The Sons of Liberty. Though their names have become American legend, few realize that this group of young radicals didn't start as noble patriots. They were a new American generation of young men from varied backgrounds trying to figure out what to do with their lives. What began as a small testing of authority would become an underground protest movement, inciting the British to respond with totalitarian tactics, cracking down on the colonies and instituting a near police state to maintain order. But after blood was spilled at the Boston Massacre, the Sons of Liberty rallied support for a larger cause. The Sons became guerilla warriors working underground, establishing spy networks, stockpiling weapons and planning covert actions - from the Boston Tea Party to the Battle of Lexington and Concord - that would lead to a declaration of independence and the greatest fight for freedom the world has ever seen. The Sons of Liberty led the revolution before the war and their fight became a nation.",Kurtis,0.2,Crime,15/12/2013,Scripted,https://images.sales.aenetworks.com/publish-images/AETNI_B2B/324/79/s-254-wild-west-tech-dpb-tablet_PageBanner1536x792_1536x792_688492611733.jpg,,2,20,,http://placehold.it/290x238,,http://placehold.it/290x238,,http://placehold.it/290x238
A&E Television Network,257,Year By Year,"Charles Falco is one of only three men ever to infiltrate three different outlaw biker gangs. With his savvy and expertise, not to mention his immense courage, Falco has helped law enforcement bring some of America's most dangerous and feared gangs to justice. This first season of The Infiltrator takes us deep inside the notorious Vagos. Falco details this operation in the optioned book Vagos, Mongols, and Outlaws: My Infiltration of America's Deadliest Biker Gangs. The real-life Donnie Brasco will meet Sons of Anarchy in a way that can be Gangland 2.0 for History. With a combination of interviews and high-end recreations, each episode unfolds a different step in Falco's covert investigation into their illegal activities. Working in conjunction with law enforcement and drawing on the wealth of material from Falco's book, along with broader documented historical research of inter-gang rivalry, this series captures the reality of outlaw biker counter-culture: a world where freedom is equated with the right to carry guns and trade drugs with impunity, and respect can be earned through fear. With Falco's assistance, the FBI finally gets what it needs to break up these criminal gangs.",Kurtis,0.13,"Entertainment, Technology & engineering",15/12/2013,Formats,https://images.sales.aenetworks.com/publish-images/AETNI_B2B/218/643/s-257-year-by-year-dpb-tablet_PageBanner1536x792_1536x792_688498755511.jpg,TRUE,3,30,,http://placehold.it/290x239,,http://placehold.it/290x239,,http://placehold.it/290x239
The History Channel,264,A&E's Top Ten,"This is not a story about the glory of Rome.  It's the story of the millions who rise and fight for freedom in the shadow of absolute power, and the few who led the charge.  The empire calls them Barbarians -  tribes beyond the fringe of civilization that live a primitive, brutish and violent existence.  But these peoples are also some of the fiercest warriors in history -  men and women who refuse to bow to ruthless oppression, launching an epic saga of resistance that ushers in the fall of Rome and shapes the world to come.",Towers Productions,1,History,15/12/2013,Factual,https://images.sales.aenetworks.com/publish-images/AETNI_B2B/216/690/s-264-aes-top-ten-dpb-tablet_PageBanner1536x792_1536x792_688496707637.jpg,,4,40,,http://placehold.it/290x240,,http://placehold.it/290x240,,http://placehold.it/290x240
Lifetime Television,272,Assassinations That Changed The World,"Set against the backdrop of the hit dating competition show Everlasting, UnREAL is led by flawed heroine Rachel Goldberg (Shiri Appleby), a young producer whose sole job is to manipulate her relationships with and among the contestants to get the vital dramatic and outrageous footage that the program's dispassionate executive producer, Quinn King (Constance Zimmer), demands. What ensues is an eye-opening look at what happens in the outrageous world of unscripted television where being a contestant can be vicious and producing it is a whole other reality.",Filmroos,2,"Crime, Entertainment",15/12/2013,Factual,https://images.sales.aenetworks.com/publish-images/AETNI_B2B/211/311/s-272-assassinations-that-changed-the-world-dpb-tablet_PageBanner1536x792_1536x792_688498243647.jpg,,1,10,,http://placehold.it/290x241,,http://placehold.it/290x241,,http://placehold.it/290x241
A&E Television Network,273,Barbarians,"Before America was one nation, an aging generation of British loyalists maintained diplomacy with the King, but a defiant and radical group of young men would band together in secrecy to change the course of history.Sam Adams, John Hancock, John Adams, Paul Revere, Patrick Henry, Benedict Arnold. Together, they were The Sons of Liberty. Though their names have become American legend, few realize that this group of young radicals didn't start as noble patriots. They were a new American generation of young men from varied backgrounds trying to figure out what to do with their lives. What began as a small testing of authority would become an underground protest movement, inciting the British to respond with totalitarian tactics, cracking down on the colonies and instituting a near police state to maintain order. But after blood was spilled at the Boston Massacre, the Sons of Liberty rallied support for a larger cause. The Sons became guerilla warriors working underground, establishing spy networks, stockpiling weapons and planning covert actions - from the Boston Tea Party to the Battle of Lexington and Concord - that would lead to a declaration of independence and the greatest fight for freedom the world has ever seen. The Sons of Liberty led the revolution before the war and their fight became a nation.",Kurtis,0.5,History,15/12/2013,Movie,https://images.sales.aenetworks.com/publish-images/AETNI_B2B/324/78/s-273-barbarians-dpb-tablet_PageBanner1536x792_1536x792_688488515866.jpg,TRUE,2,20,,http://placehold.it/290x242,,http://placehold.it/290x242,,http://placehold.it/290x242
The History Channel,274,Battle History Of The Army,"Charles Falco is one of only three men ever to infiltrate three different outlaw biker gangs. With his savvy and expertise, not to mention his immense courage, Falco has helped law enforcement bring some of America's most dangerous and feared gangs to justice. This first season of The Infiltrator takes us deep inside the notorious Vagos. Falco details this operation in the optioned book Vagos, Mongols, and Outlaws: My Infiltration of America's Deadliest Biker Gangs. The real-life Donnie Brasco will meet Sons of Anarchy in a way that can be Gangland 2.0 for History. With a combination of interviews and high-end recreations, each episode unfolds a different step in Falco's covert investigation into their illegal activities. Working in conjunction with law enforcement and drawing on the wealth of material from Falco's book, along with broader documented historical research of inter-gang rivalry, this series captures the reality of outlaw biker counter-culture: a world where freedom is equated with the right to carry guns and trade drugs with impunity, and respect can be earned through fear. With Falco's assistance, the FBI finally gets what it needs to break up these criminal gangs.",Towers Productions,0.2,"Crime, Entertainment",15/12/2013,Scripted,https://images.sales.aenetworks.com/publish-images/AETNI_B2B/210/335/s-274-battle-history-of-the-army-dpb-tablet_PageBanner1536x792_1536x792_688493635640.jpg,,3,30,,http://placehold.it/290x243,,http://placehold.it/290x243,,http://placehold.it/290x243
Lifetime Television,277,Breaking Vegas,"This is not a story about the glory of Rome.  It's the story of the millions who rise and fight for freedom in the shadow of absolute power, and the few who led the charge.  The empire calls them Barbarians -  tribes beyond the fringe of civilization that live a primitive, brutish and violent existence.  But these peoples are also some of the fiercest warriors in history -  men and women who refuse to bow to ruthless oppression, launching an epic saga of resistance that ushers in the fall of Rome and shapes the world to come.",Filmroos,0.13,"Crime, History",15/12/2013,Formats,https://images.sales.aenetworks.com/publish-images/AETNI_B2B/323/603/s-277-breaking-vegas-dpb-tablet_PageBanner1536x792_1536x792_688530499617.jpg,TRUE,4,40,,http://placehold.it/290x244,,http://placehold.it/290x244,,http://placehold.it/290x244
A&E Television Network,291,Decisive Battles,"Set against the backdrop of the hit dating competition show Everlasting, UnREAL is led by flawed heroine Rachel Goldberg (Shiri Appleby), a young producer whose sole job is to manipulate her relationships with and among the contestants to get the vital dramatic and outrageous footage that the program's dispassionate executive producer, Quinn King (Constance Zimmer), demands. What ensues is an eye-opening look at what happens in the outrageous world of unscripted television where being a contestant can be vicious and producing it is a whole other reality.",Kurtis,1,Crime,15/12/2013,Factual,https://images.sales.aenetworks.com/publish-images/AETNI_B2B/322/627/s-291-decisive-battles-dpb-tablet_PageBanner1536x792_1536x792_688494659645.jpg,,1,10,,http://placehold.it/290x245,,http://placehold.it/290x245,,http://placehold.it/290x245
The History Channel,294,Dream Machines,"Before America was one nation, an aging generation of British loyalists maintained diplomacy with the King, but a defiant and radical group of young men would band together in secrecy to change the course of history.Sam Adams, John Hancock, John Adams, Paul Revere, Patrick Henry, Benedict Arnold. Together, they were The Sons of Liberty. Though their names have become American legend, few realize that this group of young radicals didn't start as noble patriots. They were a new American generation of young men from varied backgrounds trying to figure out what to do with their lives. What began as a small testing of authority would become an underground protest movement, inciting the British to respond with totalitarian tactics, cracking down on the colonies and instituting a near police state to maintain order. But after blood was spilled at the Boston Massacre, the Sons of Liberty rallied support for a larger cause. The Sons became guerilla warriors working underground, establishing spy networks, stockpiling weapons and planning covert actions - from the Boston Tea Party to the Battle of Lexington and Concord - that would lead to a declaration of independence and the greatest fight for freedom the world has ever seen. The Sons of Liberty led the revolution before the war and their fight became a nation.",Towers Productions,2,"Entertainment, Technology & engineering",15/12/2013,Factual,https://images.sales.aenetworks.com/publish-images/AETNI_B2B/212/287/294_17628712_15_FROM_PageBanner1536x792_1536x792_734139971994.jpg,,2,20,,http://placehold.it/290x246,,http://placehold.it/290x246,,http://placehold.it/290x246
Lifetime Television,300,Find & Design,"Charles Falco is one of only three men ever to infiltrate three different outlaw biker gangs. With his savvy and expertise, not to mention his immense courage, Falco has helped law enforcement bring some of America's most dangerous and feared gangs to justice. This first season of The Infiltrator takes us deep inside the notorious Vagos. Falco details this operation in the optioned book Vagos, Mongols, and Outlaws: My Infiltration of America's Deadliest Biker Gangs. The real-life Donnie Brasco will meet Sons of Anarchy in a way that can be Gangland 2.0 for History. With a combination of interviews and high-end recreations, each episode unfolds a different step in Falco's covert investigation into their illegal activities. Working in conjunction with law enforcement and drawing on the wealth of material from Falco's book, along with broader documented historical research of inter-gang rivalry, this series captures the reality of outlaw biker counter-culture: a world where freedom is equated with the right to carry guns and trade drugs with impunity, and respect can be earned through fear. With Falco's assistance, the FBI finally gets what it needs to break up these criminal gangs.",Filmroos,0.5,History,15/12/2013,Movie,https://images.sales.aenetworks.com/publish-images/AETNI_B2B/323/603/s-300-find-design-dpb-tablet_PageBanner1536x792_1536x792_688283203850.jpg,,3,30,,http://placehold.it/290x247,,http://placehold.it/290x247,,http://placehold.it/290x247
A&E Television Network,302,Fly Past,"This is not a story about the glory of Rome.  It's the story of the millions who rise and fight for freedom in the shadow of absolute power, and the few who led the charge.  The empire calls them Barbarians -  tribes beyond the fringe of civilization that live a primitive, brutish and violent existence.  But these peoples are also some of the fiercest warriors in history -  men and women who refuse to bow to ruthless oppression, launching an epic saga of resistance that ushers in the fall of Rome and shapes the world to come.",Kurtis,0.2,"Crime, Entertainment",15/12/2013,Scripted,https://images.sales.aenetworks.com/publish-images/AETNI_B2B/260/135/s-302-fly-past-dpb-tablet_PageBanner1536x792_1536x792_688541251781.jpg,,4,40,,http://placehold.it/290x248,,http://placehold.it/290x248,,http://placehold.it/290x248
The History Channel,303,Founding Brothers,"Set against the backdrop of the hit dating competition show Everlasting, UnREAL is led by flawed heroine Rachel Goldberg (Shiri Appleby), a young producer whose sole job is to manipulate her relationships with and among the contestants to get the vital dramatic and outrageous footage that the program's dispassionate executive producer, Quinn King (Constance Zimmer), demands. What ensues is an eye-opening look at what happens in the outrageous world of unscripted television where being a contestant can be vicious and producing it is a whole other reality.",Kurtis,0.13,"Crime, History",15/12/2013,Formats,https://images.sales.aenetworks.com/publish-images/AETNI_B2B/209/359/s-303-founding-brothers-dpb-tablet_PageBanner1536x792_1536x792_688490051815.jpg,TRUE,1,10,,http://placehold.it/290x249,,http://placehold.it/290x249,,http://placehold.it/290x249
Lifetime Television,305,Frontier Warriors: Tales Of The Old Nort,"Before America was one nation, an aging generation of British loyalists maintained diplomacy with the King, but a defiant and radical group of young men would band together in secrecy to change the course of history.Sam Adams, John Hancock, John Adams, Paul Revere, Patrick Henry, Benedict Arnold. Together, they were The Sons of Liberty. Though their names have become American legend, few realize that this group of young radicals didn't start as noble patriots. They were a new American generation of young men from varied backgrounds trying to figure out what to do with their lives. What began as a small testing of authority would become an underground protest movement, inciting the British to respond with totalitarian tactics, cracking down on the colonies and instituting a near police state to maintain order. But after blood was spilled at the Boston Massacre, the Sons of Liberty rallied support for a larger cause. The Sons became guerilla warriors working underground, establishing spy networks, stockpiling weapons and planning covert actions - from the Boston Tea Party to the Battle of Lexington and Concord - that would lead to a declaration of independence and the greatest fight for freedom the world has ever seen. The Sons of Liberty led the revolution before the war and their fight became a nation.",Towers Productions,1,Crime,15/12/2013,Factual,https://images.sales.aenetworks.com/publish-images/AETNI_B2B/212/787/s-305-frontier-warriors-tales-of-the-old-nort-dpb-tablet_PageBanner1536x792_1536x792_688490563705.jpg,,2,20,,http://placehold.it/290x250,,http://placehold.it/290x250,,http://placehold.it/290x250
A&E Television Network,311,Great Empires: Rome,"Charles Falco is one of only three men ever to infiltrate three different outlaw biker gangs. With his savvy and expertise, not to mention his immense courage, Falco has helped law enforcement bring some of America's most dangerous and feared gangs to justice. This first season of The Infiltrator takes us deep inside the notorious Vagos. Falco details this operation in the optioned book Vagos, Mongols, and Outlaws: My Infiltration of America's Deadliest Biker Gangs. The real-life Donnie Brasco will meet Sons of Anarchy in a way that can be Gangland 2.0 for History. With a combination of interviews and high-end recreations, each episode unfolds a different step in Falco's covert investigation into their illegal activities. Working in conjunction with law enforcement and drawing on the wealth of material from Falco's book, along with broader documented historical research of inter-gang rivalry, this series captures the reality of outlaw biker counter-culture: a world where freedom is equated with the right to carry guns and trade drugs with impunity, and respect can be earned through fear. With Falco's assistance, the FBI finally gets what it needs to break up these criminal gangs.",Filmroos,2,"Entertainment, Technology & engineering",15/12/2013,Factual,https://images.sales.aenetworks.com/publish-images/AETNI_B2B/211/311/s-311-great-empires-rome-dpb-tablet_PageBanner1536x792_1536x792_688495683738.jpg,,3,30,,http://placehold.it/290x251,,http://placehold.it/290x251,,http://placehold.it/290x251
The History Channel,315,Growing Up Gotti,"This is not a story about the glory of Rome.  It's the story of the millions who rise and fight for freedom in the shadow of absolute power, and the few who led the charge.  The empire calls them Barbarians -  tribes beyond the fringe of civilization that live a primitive, brutish and violent existence.  But these peoples are also some of the fiercest warriors in history -  men and women who refuse to bow to ruthless oppression, launching an epic saga of resistance that ushers in the fall of Rome and shapes the world to come.",Kurtis,0.5,History,15/12/2013,Movie,https://images.sales.aenetworks.com/publish-images/AETNI_B2B/321/151/s-315-growing-up-gotti-dpb-tablet_PageBanner1536x792_1536x792_688250947863.jpg,,4,40,,http://placehold.it/290x252,,http://placehold.it/290x252,,http://placehold.it/290x252
Lifetime Television,330,Hooked: Illegal Drugs And How They Got T,"Set against the backdrop of the hit dating competition show Everlasting, UnREAL is led by flawed heroine Rachel Goldberg (Shiri Appleby), a young producer whose sole job is to manipulate her relationships with and among the contestants to get the vital dramatic and outrageous footage that the program's dispassionate executive producer, Quinn King (Constance Zimmer), demands. What ensues is an eye-opening look at what happens in the outrageous world of unscripted television where being a contestant can be vicious and producing it is a whole other reality.",Towers Productions,0.2,"Crime, Entertainment",15/12/2013,Scripted,https://images.sales.aenetworks.com/publish-images/AETNI_B2B/1005/331/s-330-hooked-illegal-drugs-and-how-they-got-t-dpb-tablet_PageBanner1536x792_1536x792_688259651807.jpg,,1,10,,http://placehold.it/290x253,,http://placehold.it/290x253,,http://placehold.it/290x253
A&E Television Network,336,Intervention,"Before America was one nation, an aging generation of British loyalists maintained diplomacy with the King, but a defiant and radical group of young men would band together in secrecy to change the course of history.Sam Adams, John Hancock, John Adams, Paul Revere, Patrick Henry, Benedict Arnold. Together, they were The Sons of Liberty. Though their names have become American legend, few realize that this group of young radicals didn't start as noble patriots. They were a new American generation of young men from varied backgrounds trying to figure out what to do with their lives. What began as a small testing of authority would become an underground protest movement, inciting the British to respond with totalitarian tactics, cracking down on the colonies and instituting a near police state to maintain order. But after blood was spilled at the Boston Massacre, the Sons of Liberty rallied support for a larger cause. The Sons became guerilla warriors working underground, establishing spy networks, stockpiling weapons and planning covert actions - from the Boston Tea Party to the Battle of Lexington and Concord - that would lead to a declaration of independence and the greatest fight for freedom the world has ever seen. The Sons of Liberty led the revolution before the war and their fight became a nation.",Filmroos,0.13,History,15/12/2013,Formats,https://images.sales.aenetworks.com/publish-images/AETNI_B2B/323/103/s-336-intervention-dpb-tablet_PageBanner1536x792_1536x792_688257091832.jpg,TRUE,2,20,,http://placehold.it/290x254,,http://placehold.it/290x254,,http://placehold.it/290x254
